Name,Season,Region,Games,Win rate,K:D,GPM,GDM,Game duration,Kills / game,Deaths / game,Towers killed,Towers lost,FB%,FT%,FOS%,DRAPG,DRA%,VGPG,HER%,ATAKHAN%,DRA@15,TD@15,GD@15,PPG,NASHPG,NASH%,CSM,DPM,WPM,VWPM,WCPM,Tier
Weibo Gaming,14,CN,136,0.5,1.0,1839,-1,1900-01-01 08:37:00,12.8,12.9,6.2,6.1,47.1,40.4,47.599999999999994,2.16,48.3,2.7,56.8,47.25,0.88,0.1,-14.0,5.56,0.78,51.3,33.7,2358.0,3.7,1.32,1.7,1
WeSports,14,DE,36,0.111,0.64,1716,-305,1900-01-01 06:08:00,12.2,19.2,2.9,9.1,25.0,22.2,47.599999999999994,1.58,34.9,1.4,22.2,47.25,0.78,-0.6,-2386.0,2.81,0.47,30.4,31.1,2289.0,2.6,0.75,1.12,3
West Point Esports,14,PCS,45,0.156,0.57,1692,-303,1900-01-01 06:23:00,10.6,18.7,3.1,8.5,42.2,24.4,47.599999999999994,1.78,37.3,2.8,44.4,47.25,0.96,-0.4,-1613.0,2.91,0.47,23.6,31.6,2299.0,3.2,1.15,1.35,3
White Dragons,14,PT,38,0.447,1.04,1813,-42,1900-01-01 07:11:00,15.0,14.5,5.6,6.8,44.7,47.4,47.599999999999994,2.39,54.2,1.6,50.0,47.25,1.21,-0.2,-135.0,4.34,0.5,45.8,31.7,2329.0,3.0,0.84,1.1,3
Wild Panthers Esports,14,GR,28,0.179,0.67,1760,-243,1900-01-01 07:52:00,14.0,20.8,4.6,8.5,35.7,35.7,47.599999999999994,2.18,44.8,2.0,34.6,47.25,0.86,-0.1,-1526.0,3.29,0.43,25.0,31.0,2525.0,2.8,0.76,1.16,3
Wildcard Gaming,14,NA,26,0.423,0.78,1806,-46,1900-01-01 08:41:00,14.6,18.7,6.0,6.8,42.3,38.5,47.599999999999994,2.27,46.5,3.0,65.4,47.25,1.04,-0.3,-736.0,3.46,0.85,51.9,30.8,2471.0,2.5,0.65,1.25,2
Winthrop University,14,NA,25,0.36,0.74,1850,-130,1900-01-01 07:39:00,16.5,22.4,5.2,7.4,36.0,28.0,47.599999999999994,1.84,41.7,3.4,64.0,47.25,0.72,-0.5,-1131.0,3.72,0.64,47.3,32.3,2855.0,3.2,0.69,1.16,2
WLGaming Esports,14,GR,32,0.469,1.05,1821,5,1900-01-01 08:32:00,15.3,14.4,6.2,6.1,56.3,46.9,47.599999999999994,2.03,43.5,2.2,48.3,47.25,0.84,0.1,182.0,3.63,0.59,45.7,32.0,2516.0,2.7,0.92,1.46,3
Xoldiers,14,ES,17,0.471,1.15,1810,38,1900-01-01 09:21:00,15.2,13.2,6.0,6.4,82.4,47.1,47.599999999999994,2.24,46.7,2.8,41.2,47.25,0.88,-0.1,277.0,3.18,0.53,44.1,31.7,2501.0,2.8,0.71,1.12,3
ZennIT Gaming,14,BE,47,0.532,1.07,1871,36,1900-01-01 08:22:00,16.6,15.4,6.7,6.1,68.1,44.7,47.599999999999994,2.32,48.9,2.6,44.7,47.25,0.98,0.0,282.0,4.04,0.64,44.8,32.8,2583.0,2.8,0.79,1.3,3
Zerance,14,FR,39,0.359,0.79,1804,-146,1900-01-01 07:35:00,15.3,19.3,5.2,7.5,59.0,30.8,47.599999999999994,2.0,44.9,2.4,53.8,47.25,1.03,-0.4,-1573.0,3.69,0.69,42.1,31.0,2376.0,2.8,0.82,1.11,3
Zero Tenacity,14,PL,67,0.627,1.28,1921,164,1900-01-01 07:40:00,15.1,11.7,7.4,4.7,44.8,73.1,47.599999999999994,2.45,53.4,2.8,80.3,47.25,0.99,0.3,1161.0,5.21,0.87,62.5,34.4,2669.0,3.3,1.08,1.38,3
ZETA,14,ES,44,0.25,0.73,1737,-175,1900-01-01 06:33:00,11.3,15.5,4.2,8.1,54.5,25.0,47.599999999999994,1.45,35.6,2.1,38.6,47.25,0.73,-0.3,-730.0,3.2,0.36,25.8,31.9,2302.0,3.0,0.97,1.32,3
100 Challengers,13,NA,40,0.575,1.24,1848,87,1900-01-01 05:52:00,13.7,11.0,6.6,5.3,55.0,52.5,47.599999999999994,2.0,50.3,2.8,52.5,47.25,0.8,-0.1,252.0,4.0,0.63,58.6,33.2,2256.0,2.3,0.91,1.3,2
100 Thieves,13,NA,51,0.431,0.98,1758,-51,1900-01-01 08:36:00,11.3,11.5,5.4,6.7,54.9,41.2,47.599999999999994,2.49,53.7,2.8,39.2,47.25,0.9,-0.3,-639.0,3.51,0.73,50.3,32.8,2045.0,2.9,1.14,1.51,2
3BL Esports,13,AL,28,0.25,0.73,1708,-230,1900-01-01 07:27:00,13.5,18.4,4.0,8.8,50.0,28.6,47.599999999999994,1.71,35.1,2.8,41.1,47.25,0.68,-0.5,-1564.0,3.21,0.43,26.2,30.3,2126.0,2.3,0.9,1.23,3
5 Ronin,13,TR,14,0.071,0.54,1596,-332,1900-01-01 05:44:00,7.5,13.9,2.4,9.3,42.9,28.6,47.599999999999994,1.43,34.3,2.8,32.1,47.25,0.64,-0.6,-2083.0,2.5,0.29,13.1,30.2,1779.0,1.6,1.03,1.1,3
A One Man Army,13,BE,18,0.5,1.08,1843,-10,1900-01-01 06:37:00,15.9,14.7,6.1,6.4,50.0,61.1,47.599999999999994,2.17,49.6,2.8,75.0,47.25,0.78,0.1,345.0,5.5,0.5,38.9,31.1,2221.0,2.6,0.71,0.99,3
Aegis,13,FR,63,0.492,1.09,1784,9,1900-01-01 08:16:00,14.3,13.1,5.9,5.8,52.4,60.3,47.599999999999994,2.27,48.3,2.8,54.8,47.25,0.94,0.2,237.0,4.14,0.79,54.3,31.5,2122.0,2.7,1.06,1.39,3
Akroma,13,FR,36,0.444,0.95,1775,-67,1900-01-01 08:48:00,15.5,16.2,5.7,6.7,55.6,38.9,47.599999999999994,2.47,50.8,2.8,43.1,47.25,1.19,-0.1,-354.0,4.11,0.92,50.5,30.2,2266.0,2.5,1.04,1.3,3
Alior Bank Team,13,PL,62,0.484,0.94,1802,-26,1900-01-01 07:07:00,13.8,14.8,6.1,6.0,46.8,50.0,47.599999999999994,2.02,45.8,2.8,50.0,47.25,0.79,-0.1,-35.0,3.97,0.61,39.9,32.2,2245.0,2.9,1.0,1.28,3
All Knights,13,LAT,34,0.294,0.58,1682,-239,1900-01-01 06:54:00,9.2,15.9,3.9,7.9,38.2,32.4,47.599999999999994,1.53,35.1,2.8,38.2,47.25,0.76,-0.3,-1779.0,2.97,0.53,30.8,31.8,1947.0,2.6,1.22,1.35,3
aNc Outplayed,13,IT,47,0.511,1.05,1819,-12,1900-01-01 06:46:00,16.4,15.6,6.0,6.4,38.3,57.4,47.599999999999994,2.26,50.6,2.8,58.5,47.25,0.77,0.1,149.0,5.47,0.6,41.7,30.6,2495.0,2.7,1.04,1.22,3
Ankora Gaming,13,RS,28,0.25,0.6,1666,-243,1900-01-01 06:30:00,9.8,16.4,3.6,8.2,32.1,42.9,47.599999999999994,1.39,31.1,2.8,46.4,47.25,0.61,-0.3,-1662.0,3.64,0.5,30.4,30.1,1919.0,2.2,0.81,1.01,3
Anorthosis Famagusta Esports,13,GR,80,0.663,1.3,1920,158,1900-01-01 06:35:00,15.9,12.2,7.4,4.9,63.8,65.0,47.599999999999994,2.14,51.1,2.8,55.0,47.25,0.58,0.3,1374.0,5.33,0.9,62.7,33.5,2338.0,2.9,0.94,1.4,3
Anubis Gaming,13,AL,46,0.522,1.05,1844,5,1900-01-01 05:53:00,16.9,16.0,6.3,5.8,52.2,67.4,47.599999999999994,2.41,58.7,2.8,62.0,47.25,1.11,0.1,117.0,5.11,0.61,47.1,30.9,2505.0,2.6,1.12,1.18,3
Anyone s Legend,13,CN,80,0.313,0.76,1713,-176,1900-01-01 07:48:00,10.6,14.0,4.4,7.5,50.0,30.0,47.599999999999994,1.95,43.3,2.8,49.4,47.25,0.83,-0.1,-139.0,4.18,0.51,33.1,31.9,2023.0,3.2,1.17,1.33,1
AOE Esports,13,NA,77,0.416,0.84,1778,-81,1900-01-01 07:48:00,13.5,16.1,5.4,6.8,44.2,48.1,47.599999999999994,2.19,47.8,2.8,45.5,47.25,1.05,0.1,87.0,4.29,0.7,39.2,31.7,2341.0,2.6,0.81,1.23,2
Astralis,13,EUW,42,0.405,0.76,1756,-103,1900-01-01 06:23:00,11.9,15.7,5.5,6.4,57.1,54.8,47.599999999999994,1.83,41.5,2.8,56.0,47.25,0.81,0.3,-320.0,5.57,0.57,44.2,30.4,2080.0,3.2,1.09,1.21,2
Atleta Esport,13,IT,21,0.619,1.33,1874,122,1900-01-01 07:20:00,17.3,13.0,7.3,5.0,66.7,52.4,47.599999999999994,2.67,64.4,2.8,73.8,47.25,0.81,0.2,1101.0,4.52,0.95,55.8,31.5,2486.0,2.8,0.69,1.18,3
Atletec,13,FR,54,0.481,0.94,1819,-18,1900-01-01 06:37:00,15.2,16.1,5.4,6.2,44.4,51.9,47.599999999999994,2.11,50.3,2.8,25.9,47.25,0.78,0.0,-211.0,4.02,0.65,46.5,31.9,2412.0,2.5,0.81,1.22,3
Austrian Force willhaben,13,DE,68,0.632,1.17,1879,118,1900-01-01 05:17:00,16.3,13.9,7.3,4.8,51.5,69.1,47.599999999999994,2.34,62.1,2.8,50.7,47.25,0.99,0.4,1094.0,6.4,0.72,57.0,31.8,2568.0,2.6,0.8,1.19,3
AXIZ,13,JP,65,0.354,0.74,1732,-141,1900-01-01 07:33:00,11.7,15.8,4.4,6.8,44.6,41.5,47.599999999999994,2.14,47.6,2.8,41.5,47.25,1.03,-0.3,-1169.0,3.43,0.57,36.9,31.8,2064.0,2.8,1.44,1.62,3
Axolotl,13,IT,32,0.438,0.92,1794,-89,1900-01-01 05:27:00,14.4,15.6,5.4,6.6,56.3,40.6,47.599999999999994,1.97,48.3,2.8,46.9,47.25,0.97,-0.3,-815.0,4.13,0.63,46.9,31.5,2275.0,2.1,0.74,1.12,3
AYM Esports,13,ES,47,0.468,0.85,1815,5,1900-01-01 08:13:00,13.4,15.6,6.7,6.3,38.3,46.8,47.599999999999994,2.36,53.2,2.8,56.4,47.25,1.15,0.0,-290.0,4.51,0.74,47.2,32.0,2238.0,2.5,1.06,1.29,3
Barça eSports,13,ES,44,0.545,1.08,1817,35,1900-01-01 09:00:00,13.3,12.3,6.8,6.1,40.9,50.0,47.599999999999994,2.02,47.0,2.8,39.8,47.25,0.89,-0.3,-467.0,3.82,0.82,53.1,32.7,2152.0,2.7,1.01,1.43,3
beGenius ESC,13,FR,32,0.594,1.19,1819,78,1900-01-01 09:20:00,16.5,13.8,7.1,5.3,53.1,53.1,47.599999999999994,2.78,59.9,2.8,67.2,47.25,1.0,0.1,360.0,4.41,0.97,59.4,30.4,2487.0,2.8,1.18,1.33,3
Benelux United,13,BE,14,0.357,0.8,1705,-140,1900-01-01 07:39:00,11.1,13.8,4.9,7.9,57.1,21.4,47.599999999999994,2.0,38.9,2.8,28.6,47.25,0.86,-0.5,-1973.0,2.57,0.79,42.9,30.4,1892.0,1.9,0.68,1.1,3
Berlin International Gaming,13,DE,54,0.556,1.08,1840,42,1900-01-01 07:33:00,15.2,14.1,6.5,5.8,48.1,40.7,47.599999999999994,2.39,52.5,2.8,58.3,47.25,1.02,-0.2,-271.0,4.5,0.81,54.1,31.6,2285.0,2.9,1.13,1.37,3
Besiktas Esports,13,TR,37,0.378,0.97,1767,-27,1900-01-01 08:45:00,12.3,12.7,5.8,6.5,56.8,51.4,47.599999999999994,2.14,47.8,2.8,55.4,47.25,0.78,-0.2,-112.0,3.73,0.92,55.5,31.5,1909.0,2.6,1.17,1.4,3
Beyond Gaming,13,PCS,62,0.645,1.38,1853,113,1900-01-01 08:50:00,14.3,10.4,7.3,4.8,66.1,64.5,47.599999999999994,2.35,52.7,2.8,55.6,47.25,1.02,0.2,683.0,4.23,0.81,60.3,33.1,2231.0,3.6,1.72,1.63,3
Bilibili Gaming,13,CN,160,0.625,1.2,1893,128,1900-01-01 07:29:00,15.4,12.8,7.0,4.6,59.4,51.9,47.599999999999994,2.46,56.5,2.8,50.0,47.25,1.05,0.4,727.0,5.34,0.89,61.7,32.8,2322.0,3.7,1.32,1.7,1
BISONS ECLUB,13,ES,52,0.538,0.91,1834,-44,1900-01-01 08:37:00,16.3,17.8,6.2,6.7,44.2,40.4,47.599999999999994,1.9,44.1,2.8,43.3,47.25,0.71,-0.1,-671.0,3.52,0.9,49.7,31.4,2568.0,2.7,0.79,1.2,3
BK ROG Esports,13,FR,57,0.544,1.09,1877,84,1900-01-01 07:50:00,15.3,14.0,7.0,5.4,35.1,57.9,47.599999999999994,2.23,52.2,2.8,49.1,47.25,0.89,0.0,325.0,4.46,1.16,67.0,32.9,2555.0,2.9,1.06,1.43,3
Boavista FC,13,PT,28,0.107,0.47,1609,-417,1900-01-01 04:50:00,10.2,21.5,2.8,9.3,39.3,14.3,47.599999999999994,1.57,39.4,2.8,23.2,47.25,0.96,-1.1,-3804.0,3.29,0.18,12.5,28.1,2053.0,2.1,0.61,0.89,3
BRION,13,KR,89,0.315,0.74,1716,-147,1900-01-01 08:47:00,8.3,11.3,4.4,7.4,50.6,40.4,47.599999999999994,1.91,39.7,2.8,49.4,47.25,0.83,-0.2,-660.0,3.06,0.6,40.6,33.5,1850.0,3.0,1.48,1.85,1
BRO Challengers,13,KR,82,0.329,0.83,1719,-169,1900-01-01 07:16:00,11.1,13.4,4.5,7.1,36.6,29.3,47.599999999999994,1.93,41.9,2.8,47.0,47.25,0.87,-0.2,-985.0,3.1,0.56,41.2,31.9,2070.0,2.8,1.32,1.5,1
BRUTE,13,CZ,44,0.409,0.77,1739,-148,1900-01-01 06:52:00,13.0,16.8,4.9,7.1,45.5,34.1,47.599999999999994,1.73,36.4,2.8,45.5,47.25,0.73,-0.3,-1723.0,3.41,0.82,44.5,30.2,2301.0,2.6,0.89,1.19,3
Burning Core,13,JP,60,0.417,0.82,1776,-65,1900-01-01 06:22:00,12.0,14.6,5.2,6.3,31.7,50.0,47.599999999999994,1.65,39.5,2.8,50.0,47.25,0.6,-0.1,-204.0,4.23,0.65,46.8,32.3,2128.0,2.5,1.33,1.64,3
Byteway Esports,13,PT,32,0.469,0.96,1724,-68,1900-01-01 07:57:00,12.3,12.8,5.2,6.5,46.9,34.4,47.599999999999994,2.19,51.4,2.8,34.4,47.25,1.06,-0.2,-767.0,3.38,0.53,40.3,30.7,2021.0,2.5,1.02,1.19,3
Case Esports,13,ES,62,0.806,1.96,1951,306,1900-01-01 06:23:00,16.8,8.5,8.5,3.1,74.2,77.4,47.599999999999994,2.56,61.3,2.8,79.0,47.25,0.95,0.4,2119.0,5.16,0.97,75.6,33.6,2394.0,2.9,1.17,1.32,3
Cerberus Esports,13,VN,84,0.476,1.02,1833,-14,1900-01-01 06:59:00,13.9,13.5,5.8,6.3,51.2,46.4,47.599999999999994,2.2,52.3,2.8,52.4,47.25,0.88,0.0,80.0,4.94,0.79,51.9,32.8,2072.0,3.1,1.58,1.64,3
Chief Esports Club,13,OCE,69,0.58,1.34,1865,83,1900-01-01 05:59:00,17.8,13.2,6.3,5.3,56.5,53.6,47.599999999999994,2.48,60.1,2.8,52.2,47.25,1.23,0.1,444.0,4.04,0.77,56.0,31.3,2374.0,3.1,1.12,1.27,3
Cincinnati Fear,13,NA,97,0.588,1.08,1846,46,1900-01-01 07:12:00,15.6,14.4,6.8,5.6,49.5,49.5,47.599999999999994,2.26,52.0,2.8,51.5,47.25,0.88,0.1,125.0,5.26,0.73,52.6,31.8,2391.0,2.3,0.82,1.23,2
CLG,13,NA,26,0.423,0.89,1757,-25,1900-01-01 11:33:00,12.0,13.4,5.8,6.7,38.5,42.3,47.599999999999994,2.27,43.7,2.8,51.9,47.25,0.73,-0.1,59.0,4.73,0.73,48.0,32.5,2168.0,2.7,1.03,1.66,2
CLG Challengers,13,NA,38,0.605,1.4,1830,133,1900-01-01 08:59:00,15.0,10.8,7.2,4.7,55.3,65.8,47.599999999999994,2.47,56.7,2.8,61.8,47.25,0.79,0.4,1351.0,5.16,0.84,57.2,32.4,2363.0,2.4,0.98,1.3,2
CLG Faith,13,NA,35,0.057,0.37,1550,-484,1900-01-01 02:49:00,6.8,18.4,1.5,9.3,40.0,11.4,47.599999999999994,1.11,34.0,2.8,24.3,47.25,0.63,-1.2,-3923.0,2.43,0.17,17.3,29.4,1737.0,1.9,0.75,0.94,2
Cloud9,13,NA,75,0.667,1.26,1885,131,1900-01-01 07:05:00,14.0,11.1,7.0,4.8,49.3,46.7,47.599999999999994,2.51,58.4,2.8,56.7,47.25,1.04,-0.1,484.0,4.63,0.89,61.1,33.6,2327.0,3.3,1.04,1.6,2
Cloud9 Challengers,13,NA,48,0.75,2.07,1914,264,1900-01-01 07:54:00,16.1,7.8,8.4,3.6,60.4,54.2,47.599999999999994,2.77,63.6,2.8,51.0,47.25,1.13,0.3,1278.0,4.9,1.21,77.8,32.8,2381.0,2.8,1.14,1.52,2
Crest Gaming Act,13,JP,54,0.333,0.74,1718,-184,1900-01-01 06:56:00,10.8,14.5,4.2,7.5,38.9,29.6,47.599999999999994,1.85,41.6,2.8,57.4,47.25,0.83,-0.3,-1531.0,3.07,0.48,27.8,32.3,1980.0,2.9,1.39,1.46,3
Crvena zvezda Esports,13,RS,32,0.469,0.97,1787,22,1900-01-01 08:33:00,13.2,13.6,6.4,5.8,46.9,53.1,47.599999999999994,2.28,48.7,2.8,56.3,47.25,0.84,0.0,132.0,4.38,1.0,53.6,31.3,2088.0,2.7,0.94,1.26,3
Cryptova,13,CZ,28,0.286,0.72,1673,-211,1900-01-01 05:25:00,10.2,14.1,4.1,7.5,39.3,46.4,47.599999999999994,2.14,48.6,2.8,33.9,47.25,1.0,-0.3,-1479.0,3.46,0.46,33.3,30.9,1942.0,2.3,0.65,1.07,3
CTBC Flying Oyster,13,PCS,84,0.571,1.18,1849,105,1900-01-01 08:55:00,13.4,11.3,6.6,5.3,54.8,58.3,47.599999999999994,2.64,58.7,2.8,56.5,47.25,1.0,0.2,1226.0,4.32,0.83,54.5,33.2,2125.0,3.4,1.45,1.73,3
Cyber Wolves,13,RS,48,0.583,1.44,1833,116,1900-01-01 07:37:00,15.8,11.0,6.9,5.2,60.4,68.8,47.599999999999994,2.54,58.4,2.8,63.5,47.25,1.06,0.5,1677.0,5.0,0.73,54.6,31.1,2232.0,2.6,0.96,1.16,3
Cyberground Gaming,13,IT,32,0.406,0.99,1816,-54,1900-01-01 07:18:00,16.5,16.8,5.4,6.9,40.6,43.8,47.599999999999994,1.91,46.3,2.8,40.6,47.25,0.84,-0.2,-583.0,4.44,0.66,46.4,30.5,2439.0,2.4,0.95,1.08,3
Dark Passage,13,TR,38,0.447,0.88,1762,-68,1900-01-01 08:43:00,12.9,14.6,5.4,6.8,42.1,36.8,47.599999999999994,1.97,42.2,2.8,35.5,47.25,0.55,-0.1,-412.0,3.61,0.74,45.4,31.9,2097.0,2.6,1.02,1.33,3
Deep Cross Gaming,13,PCS,56,0.518,1.11,1831,83,1900-01-01 09:05:00,13.4,12.1,6.5,5.3,57.1,57.1,47.599999999999994,2.34,53.7,2.8,51.8,47.25,1.02,0.2,574.0,4.91,0.89,57.1,32.5,2246.0,3.0,1.33,1.64,3
Detonation FocusMe,13,JP,73,0.712,1.52,1897,191,1900-01-01 06:12:00,15.8,10.3,7.3,4.0,61.6,71.2,47.599999999999994,2.32,61.4,2.8,61.0,47.25,0.89,0.4,1966.0,5.77,0.74,66.7,32.4,2462.0,2.8,1.38,1.66,3
Dewish Team,13,PCS,36,0.111,0.49,1614,-390,1900-01-01 04:54:00,9.6,19.6,2.6,8.8,38.9,19.4,47.599999999999994,1.25,29.7,2.8,37.5,47.25,0.53,-0.6,-2281.0,3.42,0.31,16.4,29.5,2007.0,2.4,1.11,1.36,3
Diamant Esports,13,RS,63,0.619,1.07,1838,108,1900-01-01 09:07:00,14.1,13.2,7.2,5.3,50.8,60.3,47.599999999999994,2.65,57.7,2.8,61.9,47.25,0.94,0.2,427.0,4.54,1.1,70.2,31.9,2260.0,2.7,0.85,1.3,3
Dignitas,13,NA,45,0.311,0.69,1720,-182,1900-01-01 08:50:00,10.6,15.3,4.9,8.1,44.4,37.8,47.599999999999994,1.62,33.6,2.8,42.2,47.25,0.47,0.0,-1013.0,3.89,0.44,24.4,31.8,2149.0,2.7,1.14,1.58,2
Dignitas Challengers,13,NA,45,0.711,1.22,1862,172,1900-01-01 06:58:00,13.8,11.2,7.6,4.2,60.0,77.8,47.599999999999994,2.24,55.5,2.8,48.9,47.25,0.93,0.6,1476.0,6.22,0.78,61.9,32.4,2579.0,2.5,1.01,1.32,2
Dire Wolves,13,OCE,40,0.525,1.0,1829,15,1900-01-01 07:27:00,15.3,15.3,6.7,5.7,60.0,52.5,47.599999999999994,2.13,45.9,2.8,40.0,47.25,0.73,0.1,2.0,4.43,0.7,47.5,31.2,2312.0,2.9,1.1,1.32,3
Direct Rising eSports,13,DE,18,0.167,0.57,1715,-308,1900-01-01 04:57:00,12.8,22.6,3.7,8.4,44.4,27.8,47.599999999999994,1.72,42.5,2.8,47.2,47.25,0.67,-0.3,-1830.0,3.89,0.22,16.7,29.4,2287.0,2.6,0.83,0.96,3
Disguised,13,NA,50,0.66,1.33,1848,115,1900-01-01 08:50:00,14.7,11.0,7.5,4.9,62.0,54.0,47.599999999999994,2.72,59.4,2.8,48.0,47.25,1.2,0.1,490.0,4.24,1.02,62.4,32.5,2399.0,2.9,0.89,1.21,2
DK Challengers,13,KR,127,0.661,1.28,1889,141,1900-01-01 07:13:00,13.5,10.5,6.7,4.5,37.0,66.9,47.599999999999994,2.51,57.9,2.8,47.2,47.25,1.05,0.2,887.0,4.57,0.83,62.5,34.9,2116.0,3.1,1.39,1.66,1
DKB Diamonds,13,DE,61,0.59,1.07,1863,60,1900-01-01 05:54:00,16.4,15.2,6.7,5.3,52.5,52.5,47.599999999999994,2.11,50.5,2.8,60.7,47.25,1.07,0.0,255.0,4.51,0.77,58.7,31.0,2448.0,2.9,0.95,1.24,3
Domino Esport,13,EUW,29,0.31,0.72,1744,-170,1900-01-01 06:16:00,13.6,19.0,5.0,7.8,58.6,48.3,47.599999999999994,2.03,47.8,2.8,36.2,47.25,0.93,-0.1,-1031.0,4.52,0.41,31.0,30.1,2196.0,2.3,0.9,0.91,3
Dplus KIA,13,KR,103,0.602,1.35,1839,93,1900-01-01 07:49:00,12.3,9.1,6.4,4.9,58.3,51.5,47.599999999999994,2.77,62.9,2.8,54.4,47.25,1.19,0.1,900.0,4.61,0.83,60.2,33.8,2237.0,3.4,1.52,1.67,1
DREN Esports,13,IT,28,0.286,0.61,1726,-202,1900-01-01 08:23:00,11.3,18.4,4.8,7.9,39.3,28.6,47.599999999999994,1.43,32.1,2.8,23.2,47.25,0.54,-0.6,-2058.0,3.5,0.54,31.8,31.3,2060.0,2.2,0.8,1.19,3
DRX,13,KR,93,0.301,0.62,1697,-196,1900-01-01 07:02:00,8.8,14.1,4.1,7.3,33.3,35.5,47.599999999999994,1.71,37.9,2.8,44.1,47.25,0.67,-0.1,-1321.0,3.74,0.52,32.0,32.2,1989.0,3.0,1.43,1.73,1
DRX Challengers,13,KR,117,0.615,1.15,1852,83,1900-01-01 07:58:00,13.1,11.4,7.0,4.8,51.3,64.1,47.599999999999994,2.46,55.3,2.8,51.3,47.25,0.94,0.2,361.0,3.9,0.8,55.9,33.7,2177.0,3.1,1.3,1.68,1
Dsyre Esports,13,IT,63,0.603,1.13,1899,98,1900-01-01 07:13:00,16.4,14.5,7.3,5.5,61.9,58.7,47.599999999999994,2.08,51.6,2.8,58.7,47.25,0.95,0.4,1533.0,5.86,0.9,58.6,32.0,2421.0,2.9,1.06,1.33,3
Dynamo Eclot,13,CZ,41,0.561,1.06,1859,46,1900-01-01 06:49:00,17.7,16.7,6.9,5.7,48.8,58.5,47.599999999999994,2.49,57.2,2.8,61.0,47.25,1.12,0.3,1168.0,4.76,0.71,55.6,30.8,2522.0,2.8,1.11,1.16,3
E WIE EINFACH E-SPORTS,13,DE,36,0.333,0.65,1742,-197,1900-01-01 05:46:00,10.7,16.5,4.9,7.9,47.2,36.1,47.599999999999994,2.03,44.1,2.8,41.7,47.25,0.83,-0.2,-1038.0,4.14,0.44,31.9,32.2,2059.0,2.4,1.0,1.19,3
Edward Gaming,13,CN,114,0.553,1.0,1827,26,1900-01-01 07:07:00,12.8,12.7,6.4,5.6,46.5,51.8,47.599999999999994,2.41,56.8,2.8,49.4,47.25,0.83,-0.1,-139.0,4.18,0.75,54.2,32.8,2280.0,3.2,1.17,1.33,1
EGN Esports,13,PT,28,0.429,0.9,1736,-13,1900-01-01 10:00:00,12.4,13.8,5.9,6.5,53.6,39.3,47.599999999999994,1.86,40.2,2.8,51.8,47.25,0.5,0.1,162.0,4.18,0.68,47.2,30.5,2223.0,2.4,0.84,1.2,3
Eintracht Frankfurt,13,DE,36,0.278,0.78,1769,-133,1900-01-01 11:43:00,14.1,18.0,5.5,8.2,50.0,38.9,47.599999999999994,2.58,47.4,2.8,31.9,47.25,0.97,-0.5,-1348.0,3.03,0.69,31.0,32.0,2328.0,2.6,0.8,1.39,3
Eintracht Spandau,13,DE,46,0.587,1.0,1869,81,1900-01-01 07:39:00,13.2,13.2,7.3,5.5,58.7,76.1,47.599999999999994,2.35,55.8,2.8,63.0,47.25,1.04,0.5,1272.0,5.89,0.93,60.1,33.5,2358.0,3.0,1.28,1.43,3
ENEMI3S,13,IT,14,0.143,0.62,1708,-277,1900-01-01 04:35:00,12.4,19.9,3.4,9.0,42.9,21.4,47.599999999999994,1.5,37.1,2.8,25.0,47.25,0.71,-0.7,-2252.0,3.93,0.36,25.0,29.0,2282.0,2.4,0.74,0.87,3
Entropiq,13,CZ,57,0.737,1.42,1926,218,1900-01-01 06:01:00,16.4,11.6,7.9,4.2,57.9,59.6,47.599999999999994,2.28,58.8,2.8,56.1,47.25,0.82,0.2,1386.0,4.88,0.91,65.5,32.9,2514.0,3.2,1.17,1.25,3
EPIC-DUDES,13,DE,36,0.306,0.76,1740,-161,1900-01-01 06:13:00,12.4,16.3,4.5,7.6,38.9,47.2,47.599999999999994,1.89,43.6,2.8,47.2,47.25,0.83,-0.2,-734.0,3.42,0.53,36.2,31.0,2220.0,2.4,0.8,1.11,3
Estral Esports,13,LAT,58,0.621,1.13,1865,130,1900-01-01 08:21:00,14.1,12.4,7.1,5.1,39.7,65.5,47.599999999999994,2.41,58.0,2.8,56.0,47.25,1.1,0.2,860.0,5.4,0.93,63.0,32.9,2236.0,3.0,1.24,1.54,3
eSuba,13,CZ,63,0.524,1.16,1852,80,1900-01-01 06:38:00,15.7,13.5,6.6,5.4,58.7,44.4,47.599999999999994,2.17,53.3,2.8,63.5,47.25,0.9,0.1,487.0,4.08,0.76,54.8,31.9,2285.0,2.7,0.96,1.25,3
Eternal Fire,13,TR,22,0.455,0.98,1814,-33,1900-01-01 07:01:00,13.7,14.0,6.0,5.9,36.4,54.5,47.599999999999994,2.09,51.0,2.8,63.6,47.25,0.82,-0.1,-382.0,3.45,0.59,42.0,32.7,2196.0,3.0,1.23,1.36,3
Evil Geniuses,13,NA,55,0.527,1.08,1826,34,1900-01-01 08:11:00,13.0,12.1,6.5,5.9,49.1,50.9,47.599999999999994,2.18,50.3,2.8,50.0,47.25,0.87,0.0,318.0,4.75,1.0,59.4,32.7,2264.0,3.0,1.26,1.43,2
Evil Geniuses Challengers,13,NA,89,0.427,0.96,1766,-66,1900-01-01 07:23:00,12.7,13.2,5.6,6.7,48.3,38.2,47.599999999999994,1.89,41.8,2.8,43.3,47.25,0.69,-0.1,-717.0,3.81,0.69,47.6,32.2,2074.0,2.8,0.98,1.14,2
